,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
1209,Elias Kachunga,cd COD,"FW,MF",Huddersfield,eng Premier League,26,1992,13.1,22,9,8,12,2,9,25,36.0,16,16,1,15,4,26,10,0,Matches
1210,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,26,1992,27.9,30,19,12,13,5,11,24,45.8,13,37,10,27,34,64,71,1,Matches
1211,Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,29,1989,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1212,Florian Kainz,at AUT,FW,Werder Bremen,de Bundesliga,25,1992,4.1,6,5,5,1,0,3,6,50.0,3,4,1,3,3,9,5,0,Matches
1213,Gaël Kakuta,cd COD,"MF,FW",Rayo Vallecano,es La Liga,27,1991,8.0,12,7,5,5,2,2,10,20.0,8,4,1,3,9,21,9,0,Matches
1214,Nikola Kalinić,hr CRO,FW,Atlético Madrid,es La Liga,30,1988,7.1,6,4,2,4,0,1,3,33.3,2,1,0,1,2,8,2,0,Matches
1215,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,32,1985,25.7,21,12,5,11,5,6,24,25.0,18,23,1,22,6,27,25,0,Matches
1216,Samuel Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,14.2,27,18,15,7,5,4,11,36.4,7,11,3,8,8,35,4,1,Matches
1217,François Kamano,gn GUI,"FW,MF",Bordeaux,fr Ligue 1,22,1996,28.5,29,18,6,17,6,11,30,36.7,19,27,0,27,17,46,6,1,Matches
1218,Aboubakar Kamara,mr MTN,FW,Fulham,eng Premier League,23,1995,7.7,8,4,1,5,2,3,7,42.9,4,6,0,6,1,9,6,0,Matches
1219,Boubacar Kamara,fr FRA,DF,Marseille,fr Ligue 1,18,1999,26.8,67,39,38,24,5,32,49,65.3,17,24,13,11,45,112,95,2,Matches
1220,Hassane Kamara,ci CIV,"DF,FW",Reims,fr Ligue 1,24,1994,10.3,29,21,22,5,2,16,19,84.2,3,6,1,5,14,43,41,0,Matches
1221,Marcin Kamiński,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27.0,18,13,14,3,1,7,11,63.6,4,21,11,10,39,57,103,2,Matches
1222,Patrick Kammerbauer,de GER,FW,Freiburg,de Bundesliga,21,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
1223,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,23.5,41,24,16,21,4,8,28,28.6,20,32,2,30,33,74,22,0,Matches
1224,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,25,1993,26.9,10,6,2,8,0,1,14,7.1,13,16,6,10,1,11,14,0,Matches
1225,Lee Kang-in,kr KOR,"MF,FW",Valencia,es La Liga,17,2001,0.3,2,0,1,1,0,1,3,33.3,2,0,0,0,1,3,0,0,Matches
1226,Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,20,1998,5.5,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,4,0,Matches
1227,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,27,1991,34.4,75,41,21,41,13,23,67,34.3,44,63,6,57,44,119,32,1,Matches
1228,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1229,Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,22,1996,8.6,15,6,4,10,1,5,11,45.5,6,9,1,8,10,25,6,2,Matches
1230,Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,de Bundesliga,24,1994,10.2,13,9,3,10,0,7,12,58.3,5,5,1,4,2,15,8,0,Matches
1231,Yann Karamoh,fr FRA,"FW,MF",Inter,it Serie A,20,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1232,Yann Karamoh,fr FRA,FW,Bordeaux,fr Ligue 1,20,1998,13.6,7,3,1,4,2,1,13,7.7,12,9,0,9,6,13,3,0,Matches
1233,Ibrahim Karamoko,fr FRA,MF,Chievo,it Serie A,17,2001,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
1234,Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
1235,Rick Karsdorp,nl NED,DF,Roma,it Serie A,23,1995,6.6,9,6,3,5,1,5,11,45.5,6,4,2,2,12,21,12,1,Matches
1236,Grigoris Kastanos,cy CYP,MF,Juventus,it Serie A,20,1998,0.7,3,1,3,0,0,0,0,,0,3,1,2,0,3,0,0,Matches
1237,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1238,Beram Kayal,il ISR,MF,Brighton,eng Premier League,30,1988,10.4,28,17,16,11,1,5,21,23.8,16,17,10,7,15,43,25,0,Matches
1239,Moise Kean,it ITA,FW,Juventus,it Serie A,18,2000,6.0,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0,Matches
1240,Michael Keane,eng ENG,DF,Everton,eng Premier League,25,1993,33.0,41,25,22,16,3,19,32,59.4,13,30,22,8,43,84,185,4,Matches
1241,Neeskens Kebano,cd COD,"FW,MF",Fulham,eng Premier League,26,1992,1.2,3,1,2,1,0,1,1,100.0,0,3,0,3,0,3,3,0,Matches
1242,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,64,43,27,31,6,31,55,56.4,24,32,17,15,31,95,69,1,Matches
1243,Jules Keita,gn GUI,"FW,MF",Dijon,fr Ligue 1,20,1998,5.1,10,4,0,3,7,5,12,41.7,7,2,0,2,2,12,1,0,Matches
1244,Naby Keïta,gn GUI,"MF,FW",Liverpool,eng Premier League,23,1995,15.4,37,15,13,19,5,14,42,33.3,28,29,4,25,12,49,16,1,Matches
1245,Keko,es ESP,"MF,FW",Valladolid,es La Liga,26,1991,17.0,42,18,21,15,6,18,50,36.0,32,20,1,19,14,56,17,0,Matches
1246,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,21,13,18,2,1,14,19,73.7,5,18,12,6,11,32,88,1,Matches
1247,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,33,18,26,7,0,12,24,50.0,12,35,21,14,46,79,141,1,Matches
1248,Kenedy,br BRA,"MF,DF",Newcastle Utd,eng Premier League,22,1996,15.0,30,22,11,16,3,12,29,41.4,17,10,0,10,32,62,24,1,Matches
1249,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,21,16,16,4,1,10,18,55.6,8,13,2,11,17,38,36,1,Matches
1250,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,40,24,28,12,0,24,38,63.2,14,19,10,9,50,90,140,5,Matches
1251,Sebastian Kerk,de GER,"MF,FW",Nürnberg,de Bundesliga,24,1994,13.1,16,9,8,5,3,7,23,30.4,16,14,5,9,3,19,22,1,Matches
1252,Franck Kessié,ci CIV,MF,Milan,it Serie A,21,1996,33.5,42,27,16,20,6,18,38,47.4,20,35,10,25,27,69,53,2,Matches
1253,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Caen,fr Ligue 1,23,1995,15.0,20,14,5,11,4,8,27,29.6,19,9,1,8,20,40,4,0,Matches
1254,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,27,1991,31.3,41,26,8,14,19,17,49,34.7,32,27,2,25,11,52,5,0,Matches
1255,Rani Khedira,de GER,"DF,MF",Augsburg,de Bundesliga,24,1994,29.2,56,39,22,28,6,18,36,50.0,18,44,22,22,80,136,95,1,Matches
1256,Sami Khedira,de GER,MF,Juventus,it Serie A,31,1987,7.8,10,9,6,2,2,5,9,55.6,4,8,3,5,5,15,6,0,Matches
1257,Isaac Kiese Thelin,se SWE,"FW,MF",Leverkusen,de Bundesliga,26,1992,2.0,2,1,0,2,0,1,2,50.0,1,1,0,1,0,2,4,0,Matches
1258,Kiké,es ESP,FW,Eibar,es La Liga,28,1989,14.4,7,4,1,2,4,1,5,20.0,4,18,0,18,4,11,6,0,Matches
1259,Max Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1260,Joshua Kimmich,de GER,"DF,MF",Bayern Munich,de Bundesliga,23,1995,34.0,46,26,17,22,7,25,54,46.3,29,35,9,26,34,80,41,3,Matches
1261,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,55,34,26,25,4,24,40,60.0,16,17,10,7,30,85,48,5,Matches
1262,Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,26,1992,32.9,30,19,7,19,4,8,29,27.6,21,28,4,24,7,37,14,0,Matches
1263,Sofian Kiyine,ma MAR,"MF,DF",Chievo,it Serie A,20,1997,9.1,28,13,11,14,3,9,18,50.0,9,10,0,10,10,38,4,0,Matches
1264,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,29,19,25,3,1,9,16,56.3,7,41,34,7,27,56,136,0,Matches
1265,Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,64,47,24,33,7,14,49,28.6,35,44,9,35,47,111,47,0,Matches
1266,Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,25,1992,4.9,10,7,4,5,1,2,7,28.6,5,5,0,5,4,14,0,0,Matches
1267,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,9,8,5,3,1,5,11,45.5,6,19,13,6,10,19,68,1,Matches
1268,Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,4,3,1,2,1,1,3,33.3,2,3,0,3,0,4,7,0,Matches
1269,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,50,29,33,12,5,29,45,64.4,16,37,5,32,29,79,74,0,Matches
1270,Justin Kluivert,nl NED,FW,Roma,it Serie A,19,1999,14.9,28,27,12,9,7,10,23,43.5,13,17,0,17,7,35,12,0,Matches
1271,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,11,8,6,5,0,4,5,80.0,1,6,2,4,12,23,20,0,Matches
1272,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,26,20,19,6,1,16,29,55.2,13,46,29,17,44,70,138,2,Matches
1273,Anthony Knockaert,fr FRA,"MF,FW",Brighton,eng Premier League,26,1991,20.4,33,21,12,15,6,13,30,43.3,17,13,0,13,29,62,11,0,Matches
1274,Törles Knöll,de GER,"FW,MF",Nürnberg,de Bundesliga,20,1997,4.1,3,2,1,1,1,0,4,0.0,4,5,1,4,0,3,2,0,Matches
1275,Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1276,Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,5,3,Matches
1277,Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,22,1996,21.1,25,14,17,7,1,7,24,29.2,17,31,18,13,32,57,77,4,Matches
1278,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,24,1993,1.8,3,1,1,1,1,1,3,33.3,2,1,0,1,0,3,0,0,Matches
1279,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,42,29,21,21,0,14,35,40.0,21,25,12,13,15,57,17,1,Matches
1280,Djégui Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,8,6,8,0,0,3,4,75.0,1,5,3,2,0,8,9,0,Matches
1281,Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,84,46,41,32,11,34,86,39.5,52,25,5,20,31,115,37,1,Matches
1282,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,38,26,22,10,6,21,34,61.8,13,23,15,8,41,79,82,2,Matches
1283,Sead Kolašinac,ba BIH,"DF,MF",Arsenal,eng Premier League,25,1993,21.0,34,21,21,7,6,20,34,58.8,14,12,3,9,20,54,28,3,Matches
1284,Randal Kolo Muani,fr FRA,FW,Nantes,fr Ligue 1,19,1998,1.4,2,0,1,1,0,0,1,0.0,1,2,0,2,0,2,2,0,Matches
1285,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,34,22,21,10,3,20,45,44.4,25,25,11,14,53,87,118,2,Matches
1286,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,16,10,11,3,2,8,9,88.9,1,11,8,3,16,32,55,0,Matches
1287,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,45,28,31,10,4,24,40,60.0,16,18,4,14,40,85,55,1,Matches
1288,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,44,32,30,14,0,17,27,63.0,10,29,18,11,58,102,126,0,Matches
1289,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,10,8,3,3,4,2,12,16.7,10,14,3,11,5,15,15,0,Matches
1290,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,47,33,18,23,6,12,27,44.4,15,20,7,13,27,74,22,2,Matches
1291,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,21,16,9,9,3,6,9,66.7,3,18,13,5,33,54,66,3,Matches
1292,Manu Koné,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,4,2,0,4,0,2,4,50.0,2,0,0,0,0,4,0,0,Matches
1293,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,67,38,45,19,3,41,65,63.1,24,31,3,28,39,106,52,1,Matches
1294,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,74,46,44,26,4,27,47,57.4,20,42,16,26,65,139,106,1,Matches
1295,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,de Bundesliga,28,1989,7.3,2,0,0,0,2,2,4,50.0,2,6,0,6,3,5,3,0,Matches
1296,Pascal Köpke,de GER,"FW,MF",Hertha BSC,de Bundesliga,22,1995,0.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
1297,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,26,17,16,9,1,10,29,34.5,19,27,4,23,23,49,34,1,Matches
1298,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,19,11,9,9,1,10,16,62.5,6,20,15,5,30,49,72,0,Matches
1299,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,25,1992,32.8,64,42,35,22,7,23,65,35.4,42,80,6,74,23,87,50,0,Matches
1300,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,20,1997,34.1,31,22,8,16,7,2,13,15.4,11,23,3,20,25,56,28,0,Matches
1301,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,26,4,Matches
1302,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,61,40,37,22,2,19,36,52.8,17,55,33,22,40,101,144,0,Matches
1303,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,48,31,37,11,0,27,41,65.9,14,44,23,21,50,98,193,7,Matches
1304,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,59,33,23,31,5,9,33,27.3,24,29,11,18,16,75,33,0,Matches
1305,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,45,29,23,19,3,20,46,43.5,26,19,2,17,8,53,18,1,Matches
1306,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,2,1,0,1,1,1,4,25.0,3,0,0,0,0,2,0,0,Matches
1307,Dawid Kownacki,pl POL,"MF,FW",Düsseldorf,de Bundesliga,21,1997,6.4,13,6,9,3,1,7,16,43.8,9,8,0,8,2,15,8,0,Matches
1308,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
1309,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,55,35,34,14,7,32,65,49.2,33,27,12,15,23,78,94,4,Matches
1310,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,10,8,6,3,1,5,6,83.3,1,11,3,8,11,21,42,0,Matches
1311,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,27,1991,26.6,9,4,1,5,3,4,26,15.4,22,15,3,12,8,17,13,0,Matches
1312,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,27,1991,12.6,41,22,17,23,1,15,40,37.5,25,19,4,15,21,62,23,0,Matches
1313,Vasyl Kravets,ua UKR,"DF,FW",Leganés,es La Liga,20,1997,5.3,16,11,8,6,2,6,13,46.2,7,5,1,4,4,20,10,1,Matches
1314,Ladislav Krejčí,cz CZE,"DF,MF",Bologna,it Serie A,26,1992,11.8,16,12,6,9,1,7,12,58.3,5,8,2,6,6,22,18,0,Matches
1315,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,22,14,7,12,3,11,19,57.9,8,7,4,3,21,43,32,0,Matches
1316,Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,51,35,18,24,9,14,57,24.6,43,25,4,21,14,65,13,1,Matches
1317,Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,38,23,21,14,3,14,41,34.1,27,35,12,23,24,62,32,0,Matches
1318,Max Kruse,de GER,"FW,MF",Werder Bremen,de Bundesliga,30,1988,31.5,17,5,2,13,2,6,38,15.8,32,16,1,15,8,25,6,2,Matches
1319,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,25,1992,13.2,35,22,23,12,0,16,26,61.5,10,15,5,10,30,65,50,1,Matches
1320,Yuya Kubo,jp JPN,"FW,MF",Nürnberg,de Bundesliga,24,1993,15.1,21,11,6,10,5,12,33,36.4,21,11,0,11,10,31,6,0,Matches
1321,Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,51,32,17,29,5,19,53,35.8,34,27,7,20,17,68,37,1,Matches
1322,Dejan Kulusevski,se SWE,MF,Atalanta,it Serie A,18,2000,1.2,3,3,0,2,1,1,3,33.3,2,1,0,1,0,3,0,0,Matches
1323,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,48,29,20,26,2,16,27,59.3,11,34,14,20,24,72,49,1,Matches
1324,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,1989,28.4,35,20,19,13,3,13,41,31.7,28,30,3,27,20,55,52,0,Matches
1325,Layvin Kurzawa,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,25,1992,11.2,19,11,6,5,8,6,16,37.5,10,10,2,8,10,29,16,0,Matches
1326,Rafał Kurzawa,pl POL,FW,Amiens,fr Ligue 1,25,1993,2.7,8,3,6,2,0,2,6,33.3,4,1,0,1,3,11,3,0,Matches
1327,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,18,2000,4.7,8,3,3,4,1,1,3,33.3,2,2,1,1,0,8,0,0,Matches
1328,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,65,41,34,27,4,33,70,47.1,37,28,4,24,78,143,56,0,Matches
1329,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1330,Antonino La Gumina,it ITA,"FW,MF",Empoli,it Serie A,22,1996,12.1,5,4,1,2,2,2,6,33.3,4,8,2,6,6,11,5,0,Matches
1331,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,eng Premier League,27,1991,4.5,8,5,1,7,0,1,6,16.7,5,0,0,0,4,12,3,1,Matches
1332,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,4,3,0,1,3,2,4,50.0,2,0,0,0,0,4,0,0,Matches
1333,Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24,1994,32.2,36,15,6,15,15,11,27,40.7,16,18,2,16,6,42,27,0,Matches
1334,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,35,16,6,19,10,5,28,17.9,23,27,1,26,15,50,31,0,Matches
1335,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,4,Matches
1336,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,47,34,37,10,0,24,33,72.7,9,42,19,23,53,100,232,0,Matches
1337,Abdou Lahat Diakhate,sn SEN,MF,Parma,it Serie A,19,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1338,Konrad Laimer,at AUT,"MF,DF",RB Leipzig,de Bundesliga,21,1997,20.8,72,38,21,34,17,20,71,28.2,51,67,2,65,32,104,23,0,Matches
1339,Diego Lainez,mx MEX,"FW,MF",Betis,es La Liga,18,2000,3.9,4,4,0,3,1,1,1,100.0,0,2,0,2,1,5,2,0,Matches
1340,Kenny Lala,mg MAD,"DF,FW",Strasbourg,fr Ligue 1,26,1991,34.0,78,45,48,23,7,30,53,56.6,23,26,9,17,28,106,62,2,Matches
1341,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,30,1988,5.2,16,9,6,7,3,5,12,41.7,7,10,1,9,5,21,4,0,Matches
1342,Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,26,1992,10.8,17,13,6,7,4,5,14,35.7,9,14,0,14,7,24,1,0,Matches
1343,Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,1,1,0,1,0,1,1,100.0,0,2,0,2,2,3,0,0,Matches
1344,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,31,21,23,8,0,14,22,63.6,8,16,11,5,38,69,83,1,Matches
1345,Michael Lang,ch SUI,DF,Gladbach,de Bundesliga,27,1991,13.9,14,9,7,6,1,6,16,37.5,10,14,3,11,16,30,42,1,Matches
1346,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,24,15,18,6,0,7,14,50.0,7,17,11,6,20,44,79,1,Matches
1347,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,12,7,5,6,1,5,18,27.8,13,3,1,2,9,21,7,1,Matches
1348,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,28,1990,4.5,2,1,2,0,0,1,5,20.0,4,2,0,2,1,3,2,0,Matches
1349,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,24,1994,34.0,42,20,27,14,1,22,34,64.7,12,16,9,7,39,81,98,2,Matches
1350,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,40,26,29,11,0,20,30,66.7,10,52,39,13,37,77,182,3,Matches
1351,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,1,1,Matches
1352,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,6,1,0,3,3,2,12,16.7,10,20,2,18,8,14,35,0,Matches
1353,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,32,21,25,5,2,11,14,78.6,3,43,28,15,39,71,218,3,Matches
1354,Paul Lasne,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,1989,19.9,53,33,32,16,5,24,43,55.8,19,22,2,20,22,75,23,1,Matches
1355,Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,6,4,4,1,1,1,5,20.0,4,9,3,6,6,12,13,0,Matches
1356,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,41,22,16,23,2,20,61,32.8,41,49,10,39,20,61,31,0,Matches
1357,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,11,6,9,2,0,6,8,75.0,2,2,0,2,4,15,10,0,Matches
1358,Armand Lauriente,fr FRA,MF,Rennes,fr Ligue 1,19,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1359,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,13,5,6,5,2,6,10,60.0,4,11,5,6,13,26,30,0,Matches
1360,Wesley Lautoa,nc NCL,"DF,MF",Dijon,fr Ligue 1,30,1987,33.6,81,55,46,31,4,34,75,45.3,41,37,14,23,87,168,110,1,Matches
1361,Diego Laxalt,uy URU,"DF,MF",Milan,it Serie A,25,1993,7.2,26,13,14,7,5,13,22,59.1,9,23,3,20,8,34,12,0,Matches
1362,Miguel Layún,mx MEX,"MF,DF",Villarreal,es La Liga,30,1988,5.6,8,2,0,7,1,2,6,33.3,4,8,2,6,1,9,10,0,Matches
1363,Valentino Lazaro,at AUT,"DF,FW",Hertha BSC,de Bundesliga,22,1996,30.5,46,31,23,17,6,21,53,39.6,32,52,12,40,44,90,65,0,Matches
1364,Darko Lazović,rs SRB,"DF,FW",Genoa,it Serie A,27,1990,28.2,28,17,13,8,7,14,31,45.2,17,21,6,15,20,48,33,0,Matches
1365,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,24,1993,31.5,29,17,16,10,3,13,24,54.2,11,26,5,21,20,49,51,1,Matches
1366,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,1,0,Matches
1367,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,56,36,45,11,0,23,47,48.9,24,30,16,14,54,110,129,2,Matches
1368,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,21,1996,3.2,5,2,2,3,0,1,3,33.3,2,3,0,3,4,9,13,1,Matches
1369,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,95,58,42,43,10,33,89,37.1,56,35,8,27,59,154,50,0,Matches
1370,James Lea Siliki,cm CMR,"MF,FW",Rennes,fr Ligue 1,22,1996,13.6,26,17,13,10,3,12,35,34.3,23,14,1,13,10,36,7,1,Matches
1371,Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,5,2,0,4,1,2,15,13.3,13,13,4,9,4,9,12,0,Matches
1372,Mathew Leckie,au AUS,"FW,MF",Hertha BSC,de Bundesliga,27,1991,10.5,20,13,5,10,5,7,16,43.8,9,10,1,9,13,33,16,0,Matches
1373,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,1,0,1,0,0,1,3,33.3,2,0,0,0,5,6,24,3,Matches
1374,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,74,46,31,36,7,25,62,40.3,37,44,8,36,36,110,37,0,Matches
1375,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,24,1993,20.0,33,18,23,6,4,16,25,64.0,9,11,8,3,46,79,107,0,Matches
