,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
1371,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1372,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,23,1998,22.7,33,18,23,9,1,13,19,68.4,6,26,15,11,26,59,101,1,Matches
1373,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,30.1,44,27,29,14,1,16,22,72.7,6,42,32,10,51,95,143,0,Matches
1374,Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,26,1996,3.1,6,2,3,3,0,2,4,50.0,2,2,0,2,1,7,0,0,Matches
1375,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,24.9,46,34,27,16,3,24,42,57.1,18,38,9,29,46,92,74,0,Matches
1376,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,25,1996,11.0,15,9,6,6,3,8,18,44.4,10,10,2,8,12,27,11,2,Matches
1377,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27,1995,22.5,47,28,14,25,8,15,47,31.9,32,17,2,15,33,80,8,0,Matches
1378,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,31,1991,18.2,26,13,13,7,6,6,25,24.0,19,17,1,16,9,35,20,0,Matches
1379,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,28,1994,32.0,60,33,21,32,7,25,50,50.0,25,33,10,23,40,100,33,0,Matches
1380,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1381,Kiké,es ESP,FW,Osasuna,es La Liga,32,1989,11.3,6,3,0,4,2,2,5,40.0,3,6,1,5,1,7,13,0,Matches
1382,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,22,16,14,7,1,12,21,57.1,9,16,8,8,11,33,48,0,Matches
1383,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,36.7,36,20,26,9,1,16,30,53.3,14,70,42,28,19,55,164,1,Matches
1384,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,31.2,78,49,24,46,8,38,72,52.8,34,36,7,29,41,119,39,2,Matches
1385,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,26,1995,8.1,17,8,9,6,2,9,13,69.2,4,12,7,5,13,30,9,1,Matches
1386,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,22,2000,4.7,7,5,6,1,0,5,8,62.5,3,5,3,2,6,13,10,0,Matches
1387,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,22,2000,16.0,22,17,15,7,0,6,24,25.0,18,26,18,8,24,46,71,1,Matches
1388,Simon Kjær,dk DEN,DF,Milan,it Serie A,33,1989,11.2,15,8,9,6,0,7,11,63.6,4,14,11,3,9,24,35,1,Matches
1389,Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,17,2005,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,3,0,Matches
1390,Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32,1990,3.1,12,8,3,4,5,7,13,53.8,6,4,0,4,0,12,1,0,Matches
1391,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26,1996,10.1,16,8,7,9,0,8,15,53.3,7,6,3,3,13,29,31,0,Matches
1392,Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,23,1999,16.1,17,14,7,4,6,6,12,50.0,6,4,0,4,7,24,4,0,Matches
1393,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,20,2002,14.3,36,25,22,11,3,15,34,44.1,19,19,1,18,15,51,26,0,Matches
1394,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30,1992,31.9,45,29,29,12,4,24,47,51.1,23,35,18,17,38,83,140,0,Matches
1395,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,2,Matches
1396,Robin Koch,de GER,DF,Leeds United,eng Premier League,26,1996,35.3,53,30,32,16,5,24,56,42.9,32,44,21,23,43,96,152,1,Matches
1397,Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1398,Rudy Kohon,fr FRA,DF,Troyes,fr Ligue 1,18,2004,0.7,4,3,4,0,0,2,2,100.0,0,1,0,1,1,5,2,0,Matches
1399,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28,1994,25.5,59,33,23,31,5,29,61,47.5,32,46,9,37,34,93,26,1,Matches
1400,Koke,es ESP,MF,Atlético Madrid,es La Liga,30,1992,28.3,55,38,23,25,7,28,72,38.9,44,35,13,22,20,75,19,0,Matches
1401,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29,1993,24.6,52,36,24,22,6,24,37,64.9,13,19,2,17,43,95,35,1,Matches
1402,Luca Koleosho,it ITA,"FW,DF",Espanyol,es La Liga,17,2004,0.7,2,2,0,0,2,1,2,50.0,1,1,0,1,0,2,0,0,Matches
1403,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,23,1998,29.2,14,10,3,3,8,1,9,11.1,8,19,2,17,3,17,13,0,Matches
1404,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,30,1991,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matches
1405,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,18,2004,6.4,19,12,10,7,2,13,22,59.1,9,7,1,6,13,32,8,1,Matches
1406,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23,1999,17.2,38,26,25,13,0,16,27,59.3,11,12,5,7,26,64,61,4,Matches
1407,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,29,1993,11.2,40,23,19,20,1,17,25,68.0,8,9,1,8,26,66,12,1,Matches
1408,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23,1999,17.5,24,13,3,13,8,5,11,45.5,6,13,0,13,4,28,18,0,Matches
1409,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21,2001,29.0,74,39,37,33,4,24,47,51.1,23,44,12,32,32,106,21,0,Matches
1410,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27,1995,10.2,28,19,24,4,0,18,25,72.0,7,9,2,7,12,40,32,1,Matches
1411,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,24,1997,36.9,42,20,25,15,2,18,26,69.2,8,41,23,18,26,68,120,3,Matches
1412,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,24,1998,31.8,46,26,15,24,7,28,55,50.9,27,41,5,36,19,65,36,2,Matches
1413,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,21,2001,16.9,21,14,12,7,2,8,16,50.0,8,26,11,15,24,45,58,1,Matches
1414,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,29,1992,28.5,41,26,17,20,4,21,47,44.7,26,30,4,26,16,57,32,0,Matches
1415,Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,29,1992,0.8,2,0,1,1,0,0,0,,0,0,0,0,1,3,0,0,Matches
1416,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,24,1997,20.7,27,18,8,10,9,7,14,50.0,7,15,3,12,12,39,8,0,Matches
1417,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,25,1996,29.6,44,27,28,14,2,17,41,41.5,24,32,11,21,49,93,46,1,Matches
1418,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,29,1992,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,Matches
1419,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31,1991,20.0,45,31,34,8,3,26,40,65.0,14,30,13,17,29,74,77,0,Matches
1420,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,23,1998,27.0,37,23,18,13,6,21,31,67.7,10,24,9,15,19,56,61,3,Matches
1421,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25,1997,14.0,31,18,18,11,2,19,35,54.3,16,24,14,10,34,65,73,1,Matches
1422,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,32,1989,9.8,29,21,18,8,3,9,13,69.2,4,14,2,12,10,39,24,0,Matches
1423,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28,1994,19.0,36,24,16,14,6,14,36,38.9,22,10,1,9,19,55,16,0,Matches
1424,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,26,1996,6.1,9,5,1,6,2,5,8,62.5,3,11,2,9,4,13,7,0,Matches
1425,Soichiro Kozuki,jp JPN,"FW,MF",Schalke 04,de Bundesliga,21,2000,4.2,6,4,3,3,0,4,6,66.7,2,5,0,5,3,9,3,0,Matches
1426,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,27,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1427,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24,1998,26.2,34,24,10,22,2,17,37,45.9,20,31,6,25,17,51,53,0,Matches
1428,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,31,1991,26.5,5,2,2,1,2,1,11,9.1,10,14,2,12,6,11,13,0,Matches
1429,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,31,1991,24.7,44,33,24,15,5,22,55,40.0,33,34,2,32,17,61,40,0,Matches
1430,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21,2001,27.9,112,68,39,62,11,51,100,51.0,49,39,6,33,36,148,35,0,Matches
1431,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25,1997,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1432,Raimonds Krollis,lv LVA,"FW,DF",Spezia,it Serie A,20,2001,0.4,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Matches
1433,Toni Kroos,de GER,MF,Real Madrid,es La Liga,32,1990,23.9,51,32,16,33,2,23,69,33.3,46,23,4,19,24,75,11,0,Matches
1434,Rade Krunić,ba BIH,MF,Milan,it Serie A,28,1993,18.4,40,28,18,18,4,16,50,32.0,34,31,11,20,16,56,21,0,Matches
1435,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,34,1988,3.0,1,1,0,1,0,0,1,0.0,1,2,1,1,0,1,1,0,Matches
1436,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,29,1992,18.2,37,25,24,9,4,18,30,60.0,12,25,11,14,29,66,50,0,Matches
1437,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,21,2001,27.1,44,26,18,16,10,16,38,42.1,22,29,1,28,9,53,4,0,Matches
1438,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,22,2000,23.0,38,15,23,7,8,16,44,36.4,28,19,0,19,13,51,7,0,Matches
1439,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,17,2005,14.7,47,27,27,13,7,20,38,52.6,18,23,7,16,10,57,16,0,Matches
1440,Marash Kumbulla,al ALB,DF,Roma,it Serie A,22,2000,2.9,4,4,2,2,0,2,3,66.7,1,2,1,1,4,8,6,0,Matches
1441,Pierre Kunde,cm CMR,"MF,FW",Bochum,de Bundesliga,27,1995,4.2,12,6,3,8,1,6,14,42.9,8,7,1,6,7,19,9,0,Matches
1442,Alou Kuol,au AUS,FW,Stuttgart,de Bundesliga,21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1443,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,29,1992,1.5,3,2,1,1,1,3,3,100.0,0,1,1,0,2,5,4,0,Matches
1444,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,21,2001,28.0,43,23,12,8,23,17,43,39.5,26,20,0,20,5,48,6,1,Matches
1445,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,26,1995,24.8,16,7,2,9,5,4,13,30.8,9,14,3,11,6,22,22,0,Matches
1446,Daniel Kyereh,gh GHA,"MF,FW",Freiburg,de Bundesliga,26,1996,6.2,6,4,2,4,0,3,6,50.0,3,4,0,4,2,8,6,0,Matches
1447,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Bologna,it Serie A,26,1996,7.8,13,6,4,5,4,10,23,43.5,13,14,2,12,4,17,10,0,Matches
1448,Giorgos Kyriakopoulos,gr GRE,"FW,DF",Sassuolo,it Serie A,26,1996,8.5,21,8,7,9,5,10,14,71.4,4,7,1,6,11,32,12,1,Matches
1449,César de la Hoz,es ESP,MF,Almería,es La Liga,30,1992,18.6,37,20,17,18,2,19,37,51.4,18,26,6,20,13,50,37,0,Matches
1450,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24,1998,16.5,28,19,11,14,3,12,32,37.5,20,22,1,21,9,37,6,0,Matches
1451,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,19,2003,1.4,4,2,4,0,0,0,0,,0,4,0,4,1,5,0,0,Matches
1452,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28,1994,27.8,45,25,13,17,15,18,40,45.0,22,27,2,25,9,54,13,0,Matches
1453,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28,1994,2.8,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0,Matches
1454,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31,1991,32.5,43,23,7,17,19,10,29,34.5,19,23,3,20,15,58,4,0,Matches
1455,Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,26,1996,2.4,6,3,2,3,1,4,9,44.4,5,5,0,5,2,8,3,0,Matches
1456,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22,2000,18.1,22,13,15,7,0,8,16,50.0,8,22,11,11,26,48,85,0,Matches
1457,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,23,1999,37.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,20,4,Matches
1458,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,25,1996,9.7,14,7,6,8,0,5,17,29.4,12,22,4,18,9,23,3,0,Matches
1459,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25,1997,16.3,60,31,23,30,7,30,54,55.6,24,31,4,27,18,78,8,0,Matches
1460,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,29,1992,9.1,16,8,10,5,1,10,23,43.5,13,8,1,7,14,30,34,1,Matches
1461,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,30,1991,15.7,36,19,19,15,2,22,38,57.9,16,15,5,10,21,57,28,0,Matches
1462,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,34,1988,8.0,9,4,6,2,1,0,7,0.0,7,6,0,6,2,11,1,0,Matches
1463,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32,1990,7.0,10,8,7,3,0,6,9,66.7,3,5,3,2,13,23,41,0,Matches
1464,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,30,1992,20.5,46,27,14,16,16,12,34,35.3,22,26,2,24,7,53,3,0,Matches
1465,Mohamed Lamine Bayo,gn GUI,"FW,MF",Lille,fr Ligue 1,24,1998,7.2,3,3,0,2,1,0,12,0.0,12,3,1,2,0,3,1,0,Matches
1466,Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25,1997,12.2,12,5,2,7,3,6,15,40.0,9,10,3,7,6,18,11,0,Matches
1467,Sam Lammers,nl NED,FW,Empoli,it Serie A,25,1997,9.8,20,10,5,9,6,7,11,63.6,4,4,1,3,3,23,8,0,Matches
1468,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,21,2000,5.0,11,6,6,4,1,5,7,71.4,2,7,3,4,7,18,2,0,Matches
1469,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,29,1993,2.8,2,2,1,1,0,2,6,33.3,4,2,0,2,2,4,0,0,Matches
1470,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28,1994,11.0,11,8,6,4,1,7,11,63.6,4,10,4,6,3,14,30,1,Matches
1471,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,28,1993,18.4,22,16,18,3,1,16,22,72.7,6,33,27,6,18,40,108,2,Matches
1472,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27,1995,16.3,9,3,2,4,3,3,7,42.9,4,6,3,3,0,9,15,0,Matches
1473,Juan Larios,es ESP,DF,Southampton,eng Premier League,18,2004,1.7,7,6,6,1,0,5,5,100.0,0,2,0,2,3,10,4,0,Matches
1474,Yasser Larouci,dz ALG,"DF,MF",Troyes,fr Ligue 1,21,2001,20.0,23,13,13,8,2,15,24,62.5,9,15,1,14,26,49,46,0,Matches
1475,Jordan Larsson,se SWE,"FW,MF",Schalke 04,de Bundesliga,25,1997,5.1,8,5,1,7,0,2,9,22.2,7,9,0,9,4,12,3,0,Matches
1476,Kevin Lasagna,it ITA,"FW,MF",Hellas Verona,it Serie A,29,1992,17.5,12,6,7,3,2,6,14,42.9,8,17,1,16,5,17,13,0,Matches
1477,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,28,1993,2.4,1,0,1,0,0,1,1,100.0,0,3,2,1,0,1,17,0,Matches
1478,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,21,2001,5.0,5,4,2,0,3,1,1,100.0,0,3,1,2,1,6,8,0,Matches
1479,Toni Lato,es ESP,"DF,MF",Valencia,es La Liga,24,1997,10.2,23,11,9,12,2,9,21,42.9,12,10,1,9,6,29,14,0,Matches
1480,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,32,1989,9.5,17,13,8,8,1,5,17,29.4,12,16,1,15,5,22,15,0,Matches
1481,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,23,1998,24.2,21,15,5,7,9,8,21,38.1,13,20,0,20,12,33,8,0,Matches
1482,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,23,1998,3.0,8,7,3,4,1,3,7,42.9,4,5,1,4,4,12,1,0,Matches
1483,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,18,2004,24.7,60,35,27,29,4,21,53,39.6,32,47,11,36,33,93,23,1,Matches
1484,Lázaro,br BRA,"FW,MF",Almería,es La Liga,20,2002,8.0,4,3,3,0,1,3,15,20.0,12,16,1,15,2,6,1,0,Matches
1485,Valentino Lazaro,at AUT,DF,Torino,it Serie A,26,1996,15.3,10,5,6,0,4,6,14,42.9,8,16,3,13,3,13,29,0,Matches
1486,Marko Lazetić,rs SRB,FW,Milan,it Serie A,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1487,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,it Serie A,31,1990,24.9,24,13,9,12,3,13,29,44.8,16,14,3,11,16,40,19,0,Matches
1488,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,28,1993,20.9,33,21,13,14,6,21,36,58.3,15,20,6,14,18,51,36,1,Matches
1489,Théo Le Bris,fr FRA,"MF,DF",Lorient,fr Ligue 1,19,2002,16.1,31,19,17,11,3,15,33,45.5,18,21,2,19,18,49,31,0,Matches
1490,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,24,1997,1.8,6,4,5,0,1,4,6,66.7,2,3,0,3,2,8,5,0,Matches
1491,Jérémy Le Douaron,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1998,23.0,15,9,5,9,1,3,27,11.1,24,29,2,27,11,26,30,0,Matches
1492,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,22,2000,33.6,108,64,52,40,16,43,113,38.1,70,50,5,45,34,142,38,1,Matches
1493,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,32,1989,37.0,75,32,56,16,3,45,62,72.6,17,29,9,20,41,116,105,1,Matches
1494,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,32,1989,22.4,39,24,23,14,2,19,31,61.3,12,22,14,8,37,76,74,0,Matches
1495,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,25,1996,31.1,36,23,25,9,2,14,27,51.9,13,22,14,8,33,69,93,0,Matches
1496,Rafael Leão,pt POR,"FW,MF",Milan,it Serie A,23,1999,26.9,8,7,2,3,3,6,14,42.9,8,9,2,7,15,23,8,0,Matches
1497,Paolo Lebas,fr FRA,MF,Ajaccio,fr Ligue 1,19,2003,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1498,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
1499,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31,1991,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
1500,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31,1991,19.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,6,0,Matches
1501,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29,1993,34.0,3,2,3,0,0,3,7,42.9,4,1,0,1,2,5,23,3,Matches
1502,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29,1993,30.7,97,55,55,37,5,57,123,46.3,66,48,13,35,52,149,46,1,Matches
1503,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23,1999,25.0,35,20,21,14,0,21,34,61.8,13,23,14,9,26,61,99,1,Matches
1504,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24,1998,7.4,9,7,6,3,0,4,5,80.0,1,7,4,3,18,27,26,1,Matches
1505,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31,1991,28.5,28,17,19,8,1,17,25,68.0,8,24,16,8,15,43,123,0,Matches
1506,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29,1993,14.7,24,17,20,4,0,12,19,63.2,7,16,2,14,13,37,31,1,Matches
1507,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,26,1995,13.9,30,18,10,13,7,10,28,35.7,18,12,3,9,7,37,12,0,Matches
1508,Félix Lemaréchal,fr FRA,MF,Brest,fr Ligue 1,18,2003,3.2,5,5,2,1,2,0,3,0.0,3,6,0,6,1,6,2,0,Matches
1509,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,18,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1510,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,28,1993,14.4,38,24,22,13,3,20,38,52.6,18,26,8,18,14,52,24,1,Matches
1511,Mario Lemina,ga GAB,"MF,DF",Nice,fr Ligue 1,28,1993,9.3,32,21,11,14,7,12,18,66.7,6,13,5,8,11,43,20,0,Matches
1512,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,20,2002,1.5,6,4,3,1,2,3,5,60.0,2,5,0,5,1,7,4,0,Matches
1513,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27,1995,22.4,38,23,18,15,5,16,34,47.1,18,26,11,15,18,56,68,2,Matches
1514,Bernd Leno,de GER,GK,Fulham,eng Premier League,30,1992,36.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,18,1,Matches
1515,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,27,1994,14.3,29,21,17,7,5,16,37,43.2,21,16,3,13,21,50,34,0,Matches
1516,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,29,1992,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1517,Sergio León,es ESP,FW,Valladolid,es La Liga,33,1989,14.8,6,4,0,4,2,3,6,50.0,3,6,0,6,0,6,4,0,Matches
1518,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,19,2002,21.5,58,34,24,27,7,32,86,37.2,54,29,5,24,28,86,17,3,Matches
1519,Mehdi Léris,dz ALG,"MF,DF",Sampdoria,it Serie A,24,1998,27.3,63,46,30,24,9,23,55,41.8,32,38,6,32,27,90,34,0,Matches
1520,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,27,1994,36.1,50,30,23,23,4,20,45,44.4,25,32,15,17,47,97,91,2,Matches
1521,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33,1989,31.1,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,16,2,Matches
1522,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,22,2000,13.2,53,38,24,26,3,31,57,54.4,26,25,2,23,14,67,8,0,Matches
1523,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,31,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1524,Ruan Levine,br BRA,"MF,FW",Ajaccio,fr Ligue 1,23,1999,0.3,2,2,1,1,0,0,0,,0,1,0,1,2,4,0,0,Matches
1525,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,33,1988,31.6,17,11,2,5,10,7,14,50.0,7,20,0,20,2,19,14,0,Matches
1526,Jamie Leweling,de GER,"FW,MF",Union Berlin,de Bundesliga,21,2001,2.9,5,3,2,2,1,3,5,60.0,2,3,0,3,1,6,0,0,Matches
1527,Jamal Lewis,nir NIR,"DF,FW",Newcastle Utd,eng Premier League,24,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1528,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,17,2004,10.0,16,9,9,5,2,6,11,54.5,5,8,4,4,6,22,13,1,Matches
1529,Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,eng Premier League,21,2001,3.6,1,0,0,1,0,0,0,,0,5,1,4,0,1,2,0,Matches
1530,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,34,1988,17.1,46,29,20,18,8,34,57,59.6,23,28,4,24,16,62,24,0,Matches
1531,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26,1996,27.8,29,18,19,10,0,13,27,48.1,14,29,15,14,35,64,97,0,Matches
1532,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,22,1999,26.7,32,23,15,16,1,15,24,62.5,9,31,20,11,23,55,85,0,Matches
1533,Dimitris Limnios,gr GRE,FW,Köln,de Bundesliga,24,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1534,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28,1994,15.2,22,17,10,9,3,9,17,52.9,8,18,9,9,21,43,63,1,Matches
1535,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,22,2000,18.7,26,11,15,7,4,7,22,31.8,15,25,3,22,9,35,9,0,Matches
1536,Karol Linetty,pl POL,MF,Torino,it Serie A,27,1995,21.0,32,17,7,22,3,13,25,52.0,12,28,8,20,19,51,25,0,Matches
1537,Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,29,1992,10.3,4,4,2,2,0,1,7,14.3,6,11,0,11,5,9,4,0,Matches
